name,wikipedia_url,wikidata_id
Little b,https://en.wikipedia.org/wiki/Little_b_(programming_language),Q6652643
LLL,https://en.wikipedia.org/wiki/Ethereum#Contract_source_code,
Logo,https://en.wikipedia.org/wiki/Logo_(programming_language),Q201436
Logtalk,https://en.wikipedia.org/wiki/Logtalk,Q3258085
LotusScript,https://en.wikipedia.org/wiki/LotusScript,Q3260092
LPC,https://en.wikipedia.org/wiki/LPC_(programming_language),Q1798284
LSE,https://en.wikipedia.org/wiki/LSE_(programming_language),Q3206154
LSL,https://en.wikipedia.org/wiki/Linden_Scripting_Language,Q1185543
LiveCode,https://en.wikipedia.org/wiki/LiveCode,Q3068282
LiveScript,https://en.wikipedia.org/wiki/LiveScript_(programming_language),Q16963446
Lua,https://en.wikipedia.org/wiki/Lua_(programming_language),Q207316
Lucid,https://en.wikipedia.org/wiki/Lucid_(programming_language),Q3561750
Lustre,https://en.wikipedia.org/wiki/Lustre_(programming_language),Q464622
LYaPAS,https://en.wikipedia.org/wiki/LYaPAS,Q6460486
Lynx,https://en.wikipedia.org/wiki/Lynx_(programming_language),Q6709560
M Formula language,https://en.wikipedia.org/wiki/M_Formula_language,Q114876985
M2001,https://en.wikipedia.org/wiki/M2001,Q6713689
M4,https://en.wikipedia.org/wiki/M4_(computer_language),Q292068
M#,https://en.wikipedia.org/wiki/M_Sharp_(programming_language),Q17067973
Machine code,https://en.wikipedia.org/wiki/Machine_code,Q55813
MAD,https://en.wikipedia.org/wiki/MAD_(programming_language),Q4117854
MAD/I,https://en.wikipedia.org/wiki/MAD_(programming_language),Q4117854
Magik,https://en.wikipedia.org/wiki/Magik_(programming_language),Q9026871
Magma,https://en.wikipedia.org/wiki/Magma_computer_algebra_system,Q3032255
Máni,https://en.wikipedia.org/wiki/M%C3%A1ni,Q739765
Maple,https://en.wikipedia.org/wiki/Maple_(software),Q139380
MAPPER,https://en.wikipedia.org/wiki/MAPPER,Q3287251
MARK-IV,https://en.wikipedia.org/wiki/MARK_IV_(software),Q6714477
Mary,https://en.wikipedia.org/wiki/Mary_(programming_language),Q6778754
MATLAB,https://en.wikipedia.org/wiki/MATLAB,Q169478
MASM Microsoft Assembly x86,https://en.wikipedia.org/wiki/Microsoft_Macro_Assembler,Q1756018
MATH-MATIC,https://en.wikipedia.org/wiki/MATH-MATIC,Q16947404
Maude system,https://en.wikipedia.org/wiki/Maude_system,Q3558930
Maxima,https://en.wikipedia.org/wiki/Maxima_(software),Q938304
Macsyma,https://en.wikipedia.org/wiki/Macsyma,Q1883071
Max,https://en.wikipedia.org/wiki/Max_(software),Q1707206
MaxScript,https://en.wikipedia.org/wiki/Autodesk_3ds_Max,Q212324
Maya (MEL),https://en.wikipedia.org/wiki/Maya_Embedded_Language,Q3304832
MDL,https://en.wikipedia.org/wiki/MDL_(programming_language),Q6715155
Mercury,https://en.wikipedia.org/wiki/Mercury_(programming_language),Q206040
Mesa,https://en.wikipedia.org/wiki/Mesa_(programming_language),Q1042397
MHEG-5 (Interactive TV programming language),https://en.wikipedia.org/wiki/MHEG-5,Q1701057
Microcode,https://en.wikipedia.org/wiki/Microassembler,Q1590911
Microsoft Power Fx,https://en.wikipedia.org/wiki/Microsoft_Power_Fx,Q105743047
